tenure_years,tenure_risk_score,margin_net_pow_ele,cons_12m,cons_last_month,cons_trend_ratio,engagement_score,dual_fuel_flag,multi_product_flag,price_var_mean_all,price_fix_mean_all,price_var_volatility,price_fix_volatility,price_stability_score,price_spread_peak_offpeak,total_price_burden,channel_encoded,cons_level_bucket,cons_trend_category,tenure_risk_bucket
11,0.08333333333333333,44.64,37969,3407,1.0767731567088605,3,0,0,0.099213,27.1254374,0.0027022810273636204,0.04912090160869518,0.9531789886815005,-0.1644243483092058,0.37046737399999996,0.18120805369127516,High,Stable,10+yr
4,0.2,3.72,41214,3538,1.0301353905866544,3,0,0,0.10183724999999999,27.15259,0.0023842366250035065,0.0,1.0,-0.16259233939747886,0.37336315,0.1964761622742079,High,Stable,3-5yr
5,0.16666666666666666,21.52,2012791,218619,1.303378244429928,5,0,0,0.04962377777777776,14.785273486666666,0.0006205869221520113,0.030947351598344722,0.969981637228744,-0.999993282835181,0.19747651264444444,0.18610960390667391,Very_High,Growing,3-5yr
6,0.14285714285714285,60.39,20429,0,0.0,3,0,0,0.10384883333333333,27.1254374,0.002397856819083288,0.04912090160869518,0.9531789886815005,-0.16069393184574665,0.3751032073333333,0.18610960390667391,Medium,Unknown,5-10yr
6,0.14285714285714285,24.4,5957,794,1.5994628136321043,3,0,0,0.04995177777777778,14.785273486666666,0.0006667639070496435,0.030947351598344722,0.969981637228744,-0.9999933269420267,0.19780451264444446,0.1964761622742079,Low,Growing,5-10yr
4,0.2,17.13,6047,0,0.0,3,0,0,0.050234638888888884,14.80224842,0.0007284503194076564,0.1614444242817601,0.8609968579584876,-0.9999933645164197,0.19825712308888888,0.13818181818181818,Low,Unknown,3-5yr
3,0.25,11.95,1938393,312684,1.935731299058948,5,0,0,0.049045611111111116,14.770458419999999,0.0006994937539281654,0.026801283117790658,0.9738982765619352,-0.9999932036514515,0.1967501953111111,0.1964761622742079,Very_High,Growing,2-3yr
4,0.2,29.5,9141,1592,2.0899245131737123,3,0,0,0.05425263888888888,15.25298342,0.015312752092093965,0.15898000880166704,0.8628276522508398,-0.9542225844174202,0.20678247308888886,0.1964761622742079,Low,Growing,3-5yr
4,0.2,14.64,4259,0,0.0,3,0,0,0.04927694444444442,14.785273453333332,0.0004224174256366312,0.030947386413991793,0.969981604471943,-0.9999932355570688,0.19712967897777772,0.24748040313549832,Very_Low,Unknown,3-5yr
5,0.16666666666666666,23.4,12199,0,0.0,3,0,0,0.05200913888888888,14.755643386666664,0.00895892430940264,1.5569978830867378e-07,0.9999998443002358,-0.952153444761699,0.19956557275555553,0.18610960390667391,Medium,Unknown,3-5yr
5,0.16666666666666666,30.22,13859,0,0.0,3,0,0,0.05040336111111111,14.80008842,0.0007722042627444351,0.026801162512710173,0.9738983909531964,-0.9999933867281554,0.1984042453111111,0.13818181818181818,Medium,Unknown,3-5yr
4,0.2,32.1,110534,7546,0.8192230444041592,4,0,0,0.10135644444444443,27.11638653333333,0.002473378178402466,0.05347606428744775,0.9492384629321238,-0.16309228234056775,0.3725203097777777,0.1964761622742079,Very_High,Stable,3-5yr
5,0.16666666666666666,24.33,5162,0,0.0,3,0,0,0.00019999999999999998,0.0,0.0,0.0,1.0,-0.9983361064891847,0.00019999999999999998,0.18120805369127516,Low,Unknown,3-5yr
5,0.16666666666666666,9.93,22333,2237,1.2019880887286143,5,0,0,0.10047311111111111,27.15259,0.0023815199328491637,0.0,1.0,-0.16438648464576058,0.3719990111111111,0.24748040313549832,High,Growing,3-5yr
5,0.16666666666666666,108.9,31653,124,0.04700976209003516,2,0,0,0.10384883333333333,27.1254374,0.002397856819083288,0.04912090160869518,0.9531789886815005,-0.16069393184574665,0.3751032073333333,0.1964761622742079,High,Declining,3-5yr
3,0.25,11.04,463646,40551,1.0495334802573637,4,0,0,0.09871666666666666,27.07113166666667,0.0022740394077210035,0.049121223269925914,0.9531786964362196,-0.16417455259979943,0.3694279833333334,0.1964761622742079,Very_High,Stable,2-3yr
3,0.25,19.28,21553,0,0.0,3,0,0,0.049427388888888875,14.795150119999997,0.0006763727355837697,0.029177410075354914,0.9716497760349999,-0.9999932561461797,0.19737889008888884,0.1964761622742079,High,Unknown,2-3yr
5,0.16666666666666666,4.46,348859,53135,1.8277298277472196,5,0,0,0.10217466666666665,27.043978666666664,0.0021256254694474353,2.0597146027484707e-06,0.9999979402896397,-0.16261772681752196,0.37261445333333326,0.18120805369127516,Very_High,Growing,3-5yr
4,0.2,27.69,7314,1542,2.5299425717310213,3,0,0,0.04997108333333333,14.790211819999998,0.0006857630583679957,0.03051446585980155,0.9703890950872368,-0.9999933295200423,0.19787320153333332,0.1964761622742079,Low,Growing,3-5yr
4,0.2,2.46,1129316,79977,0.8498276832966168,4,0,0,0.10390766666666666,27.043978666666664,0.0021256254694474223,2.0597146027484707e-06,0.9999979402896397,-0.16040313634645234,0.3743474533333333,0.1964761622742079,Very_High,Stable,3-5yr
5,0.16666666666666666,16.32,162691,18860,1.391103379924561,5,0,0,0.09920911111111108,27.043978666666664,0.0023020824986732832,2.0597146027484707e-06,0.9999979402896397,-0.16645774100083763,0.3696488977777777,0.1964761622742079,Very_High,Growing,3-5yr
4,0.2,0.7999999999999989,84410,7891,1.121810211900702,4,1,1,0.09992249999999998,27.15259,0.002272046186406936,0.0,1.0,-0.166162403493591,0.37144839999999996,0.13818181818181818,Very_High,Stable,3-5yr
3,0.25,34.68,2887,0,0.0,3,0,0,0.050214388888888885,14.755643453333334,0.0007853540902917894,1.9694638706061312e-07,0.9999998030536518,-0.9999933618405403,0.19777082342222221,0.18610960390667391,Very_Low,Unknown,2-3yr
6,0.14285714285714285,51.96,8647,829,1.1504568042320478,2,0,0,0.10026816666666666,27.0439788,0.002375872316789759,2.0889318724387127e-06,0.9999979110724913,-0.1650369598034007,0.3707079546666667,0.18120805369127516,Low,Stable,5-10yr
5,0.16666666666666666,23.76,5682,0,0.0,3,0,0,0.04998827777777776,14.80008842,0.0006802520898342664,0.026801162512710173,0.9738983909531964,-0.9999933318144688,0.19798916197777774,0.24748040313549832,Low,Unknown,3-5yr
5,0.16666666666666666,47.0,1017579,120936,1.4261615068539015,5,1,1,0.09935883333333334,27.098284666666668,0.0024109664855077387,0.05672007081131369,0.9463244123225881,-0.16671339418999268,0.37034168,0.1964761622742079,Very_High,Growing,3-5yr
6,0.14285714285714285,24.72,16605,2000,1.4453477857666863,4,1,1,0.10043083333333334,27.134488266666665,0.002444610279998142,0.04227654086248115,0.9594382688230731,-0.16523052156295293,0.37177571600000003,0.1964761622742079,Medium,Growing,5-10yr
4,0.2,22.52,2502,0,0.0,3,0,0,0.04995177777777778,14.785273453333332,0.0006667639070496435,0.030947386413991793,0.969981604471943,-0.9999933269420267,0.1978045123111111,0.18610960390667391,Very_Low,Unknown,3-5yr
6,0.14285714285714285,20.54,597,0,0.0,3,0,0,0.08466130555555557,14.755643486666665,0.0019945197545553676,2.0597146002746024e-07,0.9999997940285823,-0.48505599837760777,0.2322177404222222,0.1964761622742079,Very_Low,Unknown,5-10yr
3,0.25,22.44,64516,3764,0.7001054000805805,2,1,1,0.10216141666666666,27.15259,0.0025356078159311803,0.0,1.0,-0.16299055393401085,0.37368731666666666,0.1964761622742079,Very_High,Declining,2-3yr
3,0.25,19.92,67923,4898,0.8653328031685291,4,1,1,0.09620313888888887,27.043978666666664,0.0023937175252866905,2.0597146027484707e-06,0.9999979402896397,-0.17064178636941052,0.3666429255555555,0.1964761622742079,Very_High,Stable,2-3yr
4,0.2,22.89,7042,0,0.0,3,0,0,0.050234638888888884,14.802248453333334,0.0007284503194076564,0.16144441378449792,0.8609968657402718,-0.9999933645164197,0.1982571234222222,0.13818181818181818,Low,Unknown,3-5yr
5,0.16666666666666666,60.84,19704,1466,0.8928136413563863,3,1,1,0.10072616666666666,27.043978666666664,0.0021369506598849265,2.0597146027484707e-06,0.9999979402896397,-0.16453728992757136,0.3711659533333333,0.18610960390667391,Medium,Stable,3-5yr
6,0.14285714285714285,37.56,15803,0,0.0,3,0,0,0.04997961111111111,14.780335086666666,0.0006446467959918028,0.03051458355818852,0.9703889842559753,-0.9999933306581862,0.19778296197777775,0.18120805369127516,Medium,Unknown,5-10yr
7,0.125,14.57,10930,3227,3.5429094197150124,4,0,0,0.08553744444444444,14.780335153333333,0.0008970057092484099,0.030514524709131772,0.970389039671474,-0.4834064122636673,0.23334079597777777,0.1964761622742079,Medium,Growing,5-10yr
3,0.25,29.76,15150,4700,3.722772274278992,4,0,0,0.0849932222222222,14.80008842,0.0010512351642933454,0.026801162512710173,0.9738983909531964,-0.4865842867466195,0.23299410642222218,0.24748040313549832,Medium,Growing,2-3yr
5,0.16666666666666666,10.08,3251,0,0.0,3,0,0,0.04989386111111111,14.770458419999999,0.0006984991335444081,0.026801283117790658,0.9738982765619352,-0.9999933191960098,0.1975984453111111,0.18120805369127516,Very_Low,Unknown,3-5yr
6,0.14285714285714285,12.9,16163,1474,1.094351295357779,3,0,0,0.09910000000000001,26.05615464333333,0.0023956293141395575,4.2606466407131025,0.1900906995464812,-0.1680242386537523,0.3596615464333333,0.18120805369127516,Medium,Stable,5-10yr
3,0.25,4.83,51558,0,0.0,3,0,1,0.08336225000000001,14.790211753333333,0.0014910539611904655,0.030514548248672165,0.9703890175053513,-0.49247257273750206,0.23126436753333335,0.1964761622742079,High,Unknown,2-3yr
4,0.2,37.39,1750,64,0.43885713984783675,1,0,0,0.10384883333333333,27.1254374,0.002397856819083288,0.04912090160869518,0.9531789886815005,-0.16069393184574665,0.3751032073333333,0.1964761622742079,Very_Low,Declining,3-5yr
4,0.2,23.66,51774,4095,0.9491250432381214,3,0,0,0.10254283333333332,27.1254374,0.0023581878179229723,0.04912090160869518,0.9531789886815005,-0.1623586626620399,0.37379720733333327,0.1964761622742079,High,Stable,3-5yr
5,0.16666666666666666,23.99,38268,3598,1.1282533706088889,3,0,0,0.09848883333333332,27.07113166666667,0.00270745044503783,0.049121223269925914,0.9531786964362196,-0.16936334185848273,0.36920015,0.1964761622742079,High,Stable,3-5yr
4,0.2,25.44,84527,5925,0.841151347970544,4,0,0,0.10042574999999998,27.15259,0.0025308681474088567,0.0,1.0,-0.16451963329263028,0.37195164999999997,0.1964761622742079,Very_High,Stable,3-5yr
6,0.14285714285714285,27.52,8345,0,0.0,3,0,0,0.04840705555555555,14.795150119999997,0.0006441374129283344,0.029177410075354914,0.9716497760349999,-0.9999931139988959,0.19635855675555552,0.1964761622742079,Low,Unknown,5-10yr
6,0.14285714285714285,42.48,1540,21,0.1636363623612751,1,1,1,0.10193433333333334,27.11638653333333,0.002517778561649253,0.05347606428744775,0.9492384629321238,-0.16234161050986318,0.37309819866666666,0.18120805369127516,Very_Low,Declining,5-10yr
4,0.2,48.6,1644,0,0.0,3,0,0,0.06334694444444444,15.253643453333332,0.0007658705462430921,1.9694638706061312e-07,0.9999998030536518,-0.9999947380006683,0.21588337897777776,0.1964761622742079,Very_Low,Unknown,3-5yr
4,0.2,21.48,4527,0,0.0,3,0,0,0.04976480555555554,14.795150086666666,0.0006512495752468865,0.02917745931213797,0.9716497295503936,-0.9999933018707317,0.1977163064222222,0.1964761622742079,Low,Unknown,3-5yr
6,0.14285714285714285,17.62,3875,0,0.0,3,0,0,0.04959491666666665,14.780335153333333,0.0005875335902711845,0.030514524709131772,0.970389039671474,-0.9999932789262412,0.19739826819999998,0.1964761622742079,Very_Low,Unknown,5-10yr
6,0.14285714285714285,37.39,8011,911,1.3646236404474492,3,0,0,0.10022591666666665,27.1254374,0.0024400161012032625,0.04912090160869518,0.9531789886815005,-0.1653804029785841,0.3714802906666666,0.1964761622742079,Low,Growing,5-10yr
4,0.2,26.04,6569,1114,2.0350129358471376,3,0,0,0.049848861111111094,14.755643486666665,0.0008071892679599881,2.0597146002746024e-07,0.9999997940285823,-0.9999933131650963,0.19740529597777773,0.1964761622742079,Low,Growing,3-5yr
6,0.14285714285714285,26.04,1175,177,1.807659556006881,3,0,0,0.05248016666666666,14.770458486666667,0.009079651725889872,0.0268012429163386,0.9738983146921235,-0.952603232593143,0.20018475153333334,0.18120805369127516,Very_Low,Growing,5-10yr
5,0.16666666666666666,34.68,8369,936,1.342095827923868,3,0,0,0.056753,14.755643453333334,0.013801572888998371,1.9694638706061312e-07,0.9999998030536518,-0.8564587436634948,0.20430943453333333,0.1964761622742079,Low,Growing,3-5yr
4,0.2,31.32,15295,1807,1.4177182074525911,4,0,0,0.10384883333333333,27.1254374,0.002397856819083288,0.04912090160869518,0.9531789886815005,-0.16069393184574665,0.3751032073333333,0.13818181818181818,Medium,Growing,3-5yr
4,0.2,32.48,18262,1513,0.99419559676211,3,0,0,0.1025171111111111,27.11638653333333,0.0025827505686013847,0.05347606428744775,0.9492384629321238,-0.16158654002310738,0.3736809764444444,0.13818181818181818,Medium,Stable,3-5yr
4,0.2,10.84,52988,9573,2.1679625570692314,5,1,1,0.04902661111111111,14.765520153333332,0.0007228424508523381,0.023066845866399812,0.9774532368441035,-0.999993201017581,0.19668181264444445,0.1964761622742079,High,Growing,3-5yr
6,0.14285714285714285,19.2,916711,66423,0.8694954025746022,4,0,0,0.05205897222222222,14.785273486666666,0.00894420499450268,0.03094735159834262,0.9699816372287459,-0.952201434376279,0.1999117070888889,0.18120805369127516,Very_High,Stable,5-10yr
3,0.25,30.98,2274,391,2.063324527370319,3,0,0,0.05018661111111111,14.795150119999997,0.0008822453429278293,0.029177410075354914,0.9716497760349999,-0.9999933581664111,0.1981381123111111,0.1964761622742079,Very_Low,Growing,2-3yr
6,0.14285714285714285,18.99,5759,365,0.7605487047878825,1,0,0,0.08553588888888887,14.812125153333334,0.0008672792799416626,0.15997524605117266,0.8620873621262471,-0.4819259764665979,0.2336571404222222,0.1964761622742079,Low,Declining,5-10yr
6,0.14285714285714285,18.96,50538,4168,0.9896711383142178,3,0,0,0.09933733333333333,27.134488266666665,0.002515829339639768,0.04227654086248115,0.9594382688230731,-0.16564082122677792,0.370682216,0.18610960390667391,High,Stable,5-10yr
6,0.14285714285714285,28.02,2958,0,0.0,3,0,0,0.049368760000000005,14.816137386666666,0.0012456912610281966,0.20955696420968836,0.8267489912336533,-0.9999932481374312,0.19753013386666668,0.1964761622742079,Very_Low,Unknown,5-10yr
6,0.14285714285714285,35.59,10,0,0.0,3,0,0,0.10081683333333331,27.08923366666667,0.003396046173095763,0.05592684213078827,0.9470353059517534,-0.16523145690214575,0.37170917,0.1964761622742079,Very_Low,Unknown,5-10yr
6,0.14285714285714285,21.24,2288838,237044,1.242782582247012,5,0,0,0.04997108333333333,14.790211753333333,0.0006857630583679957,0.030514548248672165,0.9703890175053513,-0.9999933295200423,0.19787320086666665,0.18610960390667391,Very_High,Growing,5-10yr
3,0.25,29.85,4043,357,1.059609197943282,2,1,1,0.10196333333333334,27.098284666666668,0.002611406040145738,0.05672007081131369,0.9463244123225881,-0.16324975919560367,0.37294618,0.13818181818181818,Very_Low,Stable,2-3yr
5,0.16666666666666666,27.32,50243,0,0.0,3,1,1,0.05040572222222222,14.795150119999997,0.000774288279691318,0.029177410075354914,0.9716497760349999,-0.9999933870379331,0.1983572234222222,0.18610960390667391,High,Unknown,3-5yr
3,0.25,11.7,13561,2741,2.425484844103988,4,1,1,0.04906461111111111,14.775396786666667,0.0006747549025025172,0.029177508549044707,0.9716496830656748,-0.9999932062832821,0.19681857897777777,0.1964761622742079,Medium,Growing,2-3yr
6,0.14285714285714285,37.44,1676,131,0.9379474873177985,2,0,0,0.10316466666666664,27.17319186666666,0.0032029951828947373,0.30177670792243677,0.7681808976256338,-0.15939469403514675,0.3748965853333332,0.18610960390667391,Very_Low,Stable,5-10yr
5,0.16666666666666666,26.2,18725,0,0.0,3,0,0,0.05027399999999999,14.848853319999998,0.0006865433399107134,0.21769165975588656,0.8212259581382632,-0.9999933697115161,0.19876253319999998,0.18120805369127516,Medium,Unknown,3-5yr
3,0.25,5.76,41588,5111,1.474752331978046,5,0,0,0.09967636111111111,26.04710391,0.011700789903534034,4.260492198171204,0.1900962804103478,-0.18663065089207184,0.36014740021111113,0.1964761622742079,High,Growing,2-3yr
6,0.14285714285714285,14.7,23481,0,0.0,3,1,1,0.08473274999999998,14.775396786666667,0.0009515757352947475,0.029177508549044707,0.9716496830656748,-0.4873834695334812,0.23248671786666664,0.1964761622742079,High,Unknown,5-10yr
6,0.14285714285714285,17.22,535973,65016,1.4556554154454275,5,1,1,0.08484577777777778,14.790211819999998,0.001231429357785505,0.03051446585980155,0.9703890950872368,-0.48538002706456573,0.23274789597777779,0.18610960390667391,Very_High,Growing,5-10yr
4,0.2,2.8,76233,7612,1.198221242580265,4,0,0,0.04891652777777777,14.814903319999997,0.0008281792181285934,0.0,1.0,-0.9999931857170358,0.19706556097777775,0.24748040313549832,Very_High,Stable,3-5yr
4,0.2,21.81,35055,6003,2.0549422329294167,5,0,0,0.049009777777777784,14.814903319999997,0.0006615016790458414,0.0,1.0,-0.999993198682358,0.19715881097777777,0.1964761622742079,High,Growing,3-5yr
6,0.14285714285714285,10.08,9219,2740,3.5665473432261017,3,0,0,0.08447552777777777,14.770458486666667,0.0012321199201883253,0.0268012429163386,0.9738983146921235,-0.48902245194139804,0.23218011264444444,0.18120805369127516,Low,Growing,5-10yr
5,0.16666666666666666,27.32,4394,0,0.0,3,1,1,0.08528097222222221,14.795150119999997,0.0010391925643127766,0.029177410075354914,0.9716497760349999,-0.48583207404981626,0.2332324734222222,0.18120805369127516,Very_Low,Unknown,3-5yr
6,0.14285714285714285,16.66,1899670,218019,1.3772013033755723,5,0,0,0.08384844444444445,14.780335086666666,0.0026913404362513015,0.03051458355818852,0.9703889842559753,-0.4818690921344133,0.2316517953111111,0.18610960390667391,Very_High,Growing,5-10yr
6,0.14285714285714285,15.12,8471,0,0.0,3,0,0,0.04944261111111111,14.75564342,0.000671752732786947,1.8090680734873012e-07,0.9999998190932254,-0.9999932582224405,0.19699904531111112,0.18120805369127516,Low,Unknown,5-10yr
6,0.14285714285714285,40.8,39375,3197,0.9743238092268728,3,0,0,0.09959572222222222,27.043978666666664,0.00334725459020224,2.0597146027484707e-06,0.9999979402896397,-0.16596768495772005,0.37003550888888886,0.18120805369127516,High,Stable,5-10yr
6,0.14285714285714285,43.8,1679,131,0.9362715835406439,2,0,1,0.06479672222222223,15.18595842,0.006687451781505893,0.20277408336829247,0.831411329715023,-0.999994855733328,0.21665630642222222,0.18610960390667391,Very_Low,Stable,5-10yr
6,0.14285714285714285,22.44,170442,29580,2.0825852781298564,5,0,0,0.04995177777777778,14.785273486666666,0.0006667639070496435,0.030947351598344722,0.969981637228744,-0.9999933269420267,0.19780451264444446,0.18610960390667391,Very_High,Growing,5-10yr
6,0.14285714285714285,20.54,2374,0,0.0,3,0,0,0.04992527777777778,14.755643453333334,0.0007658705462430921,1.9694638706061312e-07,0.9999998030536518,-0.9999933234000362,0.1974817123111111,0.18120805369127516,Very_Low,Unknown,5-10yr
12,0.07692307692307693,94.2,9818,1477,1.8052556506759965,3,0,0,0.09969691666666665,27.1254374,0.0027043996324872953,0.04912090160869518,0.9531789886815005,-0.16377680948101958,0.3709512906666666,0.18120805369127516,Low,Growing,10+yr
4,0.2,26.04,2206,62,0.3372620108580489,1,0,0,0.08243363888888884,14.77539682,0.0008558192518991981,0.029177483930717524,0.9716497063079145,-0.4944269697123435,0.23018760708888886,0.13818181818181818,Very_Low,Declining,3-5yr
4,0.2,24.0,3118110,289924,1.1157682057357214,4,1,1,0.09622333333333333,23.97189486333333,0.017603811293619143,6.673489781247262,0.13031880259277,-0.23361655020069652,0.33594228196666664,0.1964761622742079,Very_High,Stable,3-5yr
5,0.16666666666666666,31.26,0,0,0.0,3,0,0,0.10194883333333334,27.10733566666666,0.0025689740648258065,0.055926606707092597,0.9470355170976328,-0.16279609784918608,0.3730221899999999,0.18120805369127516,Very_Low,Unknown,3-5yr
6,0.14285714285714285,19.52,4664,0,0.0,3,0,0,0.04979727777777778,14.755643453333334,0.0009582406208996186,1.9694638706061312e-07,0.9999998030536518,-0.9999933062384742,0.19735371231111112,0.18120805369127516,Low,Unknown,5-10yr
4,0.2,144.35,35323,4444,1.5097245415701754,5,1,1,0.12607230555555554,27.60650275,0.0032670493050298843,0.05695644341103396,0.9461127809323696,-0.15844902618712875,0.40213733305555555,0.1964761622742079,High,Growing,3-5yr
6,0.14285714285714285,27.32,1563319,17616,0.135220003082146,2,1,1,0.05040572222222222,14.795150119999997,0.000774288279691318,0.029177410075354914,0.9716497760349999,-0.9999933870379331,0.1983572234222222,0.18610960390667391,Very_High,Declining,5-10yr
6,0.14285714285714285,22.95,1740024,222684,1.5357305416371103,5,0,0,0.08366322222222222,14.790211819999998,0.00103859518947152,0.03051446585980155,0.9703890950872368,-0.4917181963315285,0.2315653404222222,0.18610960390667391,Very_High,Growing,5-10yr
6,0.14285714285714285,16.92,8570,0,0.0,3,0,0,0.04951636111111111,14.785273486666666,0.0008202656068767698,0.030947351598344722,0.969981637228744,-0.9999932682636216,0.19736909597777777,0.1964761622742079,Low,Unknown,5-10yr
5,0.16666666666666666,25.92,4936,793,1.9278768186518394,3,0,0,0.050214388888888885,14.755643486666665,0.0007853540902917894,2.0597146002746024e-07,0.9999997940285823,-0.9999933618405403,0.19777082375555552,0.24748040313549832,Low,Growing,3-5yr
