id,month,price_off_peak_var,price_peak_var,price_mid_peak_var,price_off_peak_fix,price_peak_fix,price_mid_peak_fix,cutoff_month
0019baf3ed1242cd99b3cb592030446f,2015-05-31,0.279586,0.0,0.0,59.20692996,0.0,0.0,2015-11-30
0019baf3ed1242cd99b3cb592030446f,2015-06-30,0.279586,0.0,0.0,59.20692996,0.0,0.0,2015-11-30
0019baf3ed1242cd99b3cb592030446f,2015-07-31,0.279586,0.0,0.0,59.20692996,0.0,0.0,2015-11-30
0019baf3ed1242cd99b3cb592030446f,2015-08-31,0.275124,0.0,0.0,59.20692996,0.0,0.0,2015-11-30
0019baf3ed1242cd99b3cb592030446f,2015-09-30,0.275124,0.0,0.0,59.20692996,0.0,0.0,2015-11-30
0019baf3ed1242cd99b3cb592030446f,2015-10-31,0.275124,0.0,0.0,59.20692996,0.0,0.0,2015-11-30
0019baf3ed1242cd99b3cb592030446f,2015-11-30,0.275124,0.0,0.0,59.20692996,0.0,0.0,2015-11-30
001dc71143f45cb58aaccc2e94823c5a,2015-01-31,0.148825,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
001dc71143f45cb58aaccc2e94823c5a,2015-02-28,0.148825,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
001dc71143f45cb58aaccc2e94823c5a,2015-03-31,0.148825,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
001dc71143f45cb58aaccc2e94823c5a,2015-04-30,0.148825,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
001dc71143f45cb58aaccc2e94823c5a,2015-05-31,0.148825,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
0024bc8ffe90ec2d5f5be3b5cd7bf2cf,2015-01-31,0.151367,0.0,0.0,44.26693116,0.0,0.0,2015-04-30
0024bc8ffe90ec2d5f5be3b5cd7bf2cf,2015-02-28,0.151367,0.0,0.0,44.26693116,0.0,0.0,2015-04-30
0024bc8ffe90ec2d5f5be3b5cd7bf2cf,2015-03-31,0.151367,0.0,0.0,44.26693116,0.0,0.0,2015-04-30
0024bc8ffe90ec2d5f5be3b5cd7bf2cf,2015-04-30,0.151367,0.0,0.0,44.26693116,0.0,0.0,2015-04-30
002b3009d069858b471918402fb237b7,2015-01-31,0.106459,0.093812,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-02-28,0.106459,0.093812,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-03-31,0.106459,0.093812,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-04-30,0.106459,0.093812,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-05-31,0.106459,0.093812,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-06-30,0.106459,0.093812,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-07-31,0.106459,0.093812,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-08-31,0.100664,0.090697,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-09-30,0.100664,0.090697,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-10-31,0.100664,0.090697,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002b3009d069858b471918402fb237b7,2015-11-30,0.100664,0.090697,0.065678,59.17346796,36.490689,8.36773104,2015-11-30
002d70a2bdf9cf62f10d1efbea890f69,2015-01-31,0.151367,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
002d70a2bdf9cf62f10d1efbea890f69,2015-02-28,0.151367,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
002d70a2bdf9cf62f10d1efbea890f69,2015-03-31,0.151367,0.0,0.0,44.26693116,0.0,0.0,2015-05-31
002d70a2bdf9cf62f10d1efbea890f69,2015-04-30,0.149626,0.0,0.0,44.26692996,0.0,0.0,2015-05-31
002d70a2bdf9cf62f10d1efbea890f69,2015-05-31,0.149626,0.0,0.0,44.26692996,0.0,0.0,2015-05-31
002dc7935f7b6f855aaa3d1bd242ab9a,2015-01-31,0.124151,0.10148,0.069492,40.728885,24.43733004,16.29155496,2015-05-31
002dc7935f7b6f855aaa3d1bd242ab9a,2015-02-28,0.124151,0.10148,0.069492,40.728885,24.43733004,16.29155496,2015-05-31
002dc7935f7b6f855aaa3d1bd242ab9a,2015-03-31,0.124151,0.10148,0.069492,40.728885,24.43733004,16.29155496,2015-05-31
002dc7935f7b6f855aaa3d1bd242ab9a,2015-04-30,0.124151,0.10148,0.069492,40.728885,24.43733004,16.29155496,2015-05-31
002dc7935f7b6f855aaa3d1bd242ab9a,2015-05-31,0.124151,0.10148,0.069492,40.728885,24.43733004,16.29155496,2015-05-31
0030bd55614c2c5e693e04b64faa6445,2015-01-31,0.168185,0.084213,0.0,44.26693116,0.0,0.0,2015-05-31
0030bd55614c2c5e693e04b64faa6445,2015-02-28,0.168185,0.084213,0.0,44.26693116,0.0,0.0,2015-05-31
0030bd55614c2c5e693e04b64faa6445,2015-03-31,0.168185,0.084213,0.0,44.26693116,0.0,0.0,2015-05-31
0030bd55614c2c5e693e04b64faa6445,2015-04-30,0.168185,0.084213,0.0,44.26693116,0.0,0.0,2015-05-31
0030bd55614c2c5e693e04b64faa6445,2015-05-31,0.168185,0.084213,0.0,44.26693116,0.0,0.0,2015-05-31
003742573bb97760793ced15e3e11745,2015-01-31,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-02-28,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-03-31,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-04-30,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-05-31,0.151635,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-06-30,0.151635,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-07-31,0.151635,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-08-31,0.147173,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
003742573bb97760793ced15e3e11745,2015-09-30,0.147173,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
003cb4fdda941fb84bcd2be9af683254,2015-01-31,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-02-28,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-03-31,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-04-30,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-05-31,0.151635,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-06-30,0.151635,0.0,0.0,44.26692996,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-07-31,0.151635,0.0,0.0,44.26692996,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-08-31,0.147173,0.0,0.0,44.26692996,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-09-30,0.147173,0.0,0.0,44.26692996,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-10-31,0.147173,0.0,0.0,44.26692996,0.0,0.0,2015-11-30
003cb4fdda941fb84bcd2be9af683254,2015-11-30,0.144869,0.0,0.0,44.26692996,0.0,0.0,2015-11-30
003fb333060c256bff67d8d550bff1fa,2015-01-31,0.125976,0.103395,0.071536,40.56596939999999,24.33958068,16.22638872,2015-06-30
003fb333060c256bff67d8d550bff1fa,2015-02-28,0.125976,0.103395,0.071536,40.56596939999999,24.33958068,16.22638872,2015-06-30
003fb333060c256bff67d8d550bff1fa,2015-03-31,0.125976,0.103395,0.071536,40.56596939999999,24.33958068,16.22638872,2015-06-30
003fb333060c256bff67d8d550bff1fa,2015-04-30,0.125976,0.103395,0.071536,40.56596939999999,24.33958068,16.22638872,2015-06-30
003fb333060c256bff67d8d550bff1fa,2015-05-31,0.125976,0.103395,0.071536,40.56596939999999,24.33958068,16.22638872,2015-06-30
003fb333060c256bff67d8d550bff1fa,2015-06-30,0.125976,0.103395,0.071536,40.565973,24.33957804,16.22638296,2015-06-30
00420fc2b6ede48ec7e941c769a6a840,2015-01-31,0.12482,0.102239,0.070381,40.56596939999999,24.33958068,16.22638872,2015-06-30
00420fc2b6ede48ec7e941c769a6a840,2015-02-28,0.12482,0.102239,0.070381,40.56596939999999,24.33958068,16.22638872,2015-06-30
00420fc2b6ede48ec7e941c769a6a840,2015-03-31,0.12482,0.102239,0.070381,40.56596939999999,24.33958068,16.22638872,2015-06-30
00420fc2b6ede48ec7e941c769a6a840,2015-04-30,0.12482,0.102239,0.070381,40.56596939999999,24.33958068,16.22638872,2015-06-30
00420fc2b6ede48ec7e941c769a6a840,2015-05-31,0.12482,0.102239,0.070381,40.56596939999999,24.33958068,16.22638872,2015-06-30
00420fc2b6ede48ec7e941c769a6a840,2015-06-30,0.12482,0.102239,0.070381,40.565973,24.33957804,16.22638296,2015-06-30
0042d28bd6161dad1212cbafef43d147,2015-01-31,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-04-30
0042d28bd6161dad1212cbafef43d147,2015-02-28,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-04-30
0042d28bd6161dad1212cbafef43d147,2015-03-31,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-04-30
0042d28bd6161dad1212cbafef43d147,2015-04-30,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-04-30
00443249897e23b636e6ba1ed6bfdb2a,2015-01-31,0.1494339999999999,0.0,0.0,44.26693116,0.0,0.0,2015-03-31
00443249897e23b636e6ba1ed6bfdb2a,2015-02-28,0.1494339999999999,0.0,0.0,44.26693116,0.0,0.0,2015-03-31
00443249897e23b636e6ba1ed6bfdb2a,2015-03-31,0.1494339999999999,0.0,0.0,44.26693116,0.0,0.0,2015-03-31
00459ffab7bbdf775a4f8c4c54cd0647,2015-01-31,0.124732,0.10206,0.070073,40.728885,24.43733004,16.29155496,2015-06-30
00459ffab7bbdf775a4f8c4c54cd0647,2015-02-28,0.124732,0.10206,0.070073,40.728885,24.43733004,16.29155496,2015-06-30
00459ffab7bbdf775a4f8c4c54cd0647,2015-03-31,0.124732,0.10206,0.070073,40.728885,24.43733004,16.29155496,2015-06-30
00459ffab7bbdf775a4f8c4c54cd0647,2015-04-30,0.124732,0.10206,0.070073,40.728885,24.43733004,16.29155496,2015-06-30
00459ffab7bbdf775a4f8c4c54cd0647,2015-05-31,0.124732,0.10206,0.070073,40.728885,24.43733004,16.29155496,2015-06-30
00459ffab7bbdf775a4f8c4c54cd0647,2015-06-30,0.146033,0.085483,0.0,44.26692996,0.0,0.0,2015-06-30
004c8f9b38dd23ec22a8c88201cb359e,2015-01-31,0.146743,0.0,0.0,44.26693116,0.0,0.0,2015-07-31
004c8f9b38dd23ec22a8c88201cb359e,2015-02-28,0.146743,0.0,0.0,44.26693116,0.0,0.0,2015-07-31
004c8f9b38dd23ec22a8c88201cb359e,2015-03-31,0.146743,0.0,0.0,44.26693116,0.0,0.0,2015-07-31
004c8f9b38dd23ec22a8c88201cb359e,2015-04-30,0.146743,0.0,0.0,44.26693116,0.0,0.0,2015-07-31
004c8f9b38dd23ec22a8c88201cb359e,2015-05-31,0.146743,0.0,0.0,44.26692996,0.0,0.0,2015-07-31
004c8f9b38dd23ec22a8c88201cb359e,2015-06-30,0.146743,0.0,0.0,44.26692996,0.0,0.0,2015-07-31
004c8f9b38dd23ec22a8c88201cb359e,2015-07-31,0.146743,0.0,0.0,44.26692996,0.0,0.0,2015-07-31
004d6fbd40fdd503a1a8f30f11613d3c,2015-01-31,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-02-28,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-03-31,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-04-30,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-05-31,0.167699,0.084769,0.0,44.26692996,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-06-30,0.167699,0.084769,0.0,44.26692996,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-07-31,0.167699,0.084769,0.0,44.26692996,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-08-31,0.163071,0.084016,0.0,44.26692996,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-09-30,0.163071,0.084016,0.0,44.26692996,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-10-31,0.163071,0.084016,0.0,44.26692996,0.0,0.0,2015-11-30
004d6fbd40fdd503a1a8f30f11613d3c,2015-11-30,0.163735,0.084347,0.0,44.44470996,0.0,0.0,2015-11-30
004eab8ff1db6804baa4742a47441dc3,2015-01-31,0.1310319999999999,0.108896,0.076955,40.56596939999999,24.33958068,16.22638872,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-02-28,0.1310319999999999,0.108896,0.076955,40.56596939999999,24.33958068,16.22638872,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-03-31,0.1310319999999999,0.108896,0.076955,40.56596939999999,24.33958068,16.22638872,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-04-30,0.1310319999999999,0.108896,0.076955,40.56596939999999,24.33958068,16.22638872,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-05-31,0.1310319999999999,0.108896,0.076955,40.56596939999999,24.33958068,16.22638872,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-06-30,0.1310319999999999,0.108896,0.076955,40.565973,24.33957804,16.22638296,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-07-31,0.1310319999999999,0.108896,0.076955,40.565973,24.33957804,16.22638296,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-08-31,0.122871,0.104727,0.076901,40.565973,24.33957804,16.22638296,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-09-30,0.122871,0.104727,0.076901,40.565973,24.33957804,16.22638296,2015-10-31
004eab8ff1db6804baa4742a47441dc3,2015-10-31,0.122871,0.104727,0.076901,40.565973,24.33957804,16.22638296,2015-10-31
0050ff8eebddf354344ac124c6c95217,2015-01-31,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-02-28,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-03-31,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-04-30,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-05-31,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-06-30,0.146734,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-07-31,0.146734,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-08-31,0.14229,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
0050ff8eebddf354344ac124c6c95217,2015-09-30,0.14229,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
00595ac27c3d569792525d9a8152ac28,2015-01-31,0.153133,0.0,0.0,44.26693116,0.0,0.0,2015-02-28
00595ac27c3d569792525d9a8152ac28,2015-02-28,0.153133,0.0,0.0,44.26693116,0.0,0.0,2015-02-28
005a1ca83d28ef9fe6b50db90fab2e6a,2015-01-31,0.170208,0.086236,0.0,44.26693116,0.0,0.0,2015-05-31
005a1ca83d28ef9fe6b50db90fab2e6a,2015-02-28,0.170208,0.086236,0.0,44.26693116,0.0,0.0,2015-05-31
005a1ca83d28ef9fe6b50db90fab2e6a,2015-03-31,0.170208,0.086236,0.0,44.26693116,0.0,0.0,2015-05-31
005a1ca83d28ef9fe6b50db90fab2e6a,2015-04-30,0.170208,0.086236,0.0,44.26693116,0.0,0.0,2015-05-31
005a1ca83d28ef9fe6b50db90fab2e6a,2015-05-31,0.170208,0.086236,0.0,44.26693116,0.0,0.0,2015-05-31
005e67ff54e6efe38addb10c386a9ed8,2015-01-31,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-02-28,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-03-31,0.1502109999999999,0.0,0.0,44.26693116,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-04-30,0.1502109999999999,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-05-31,0.1502109999999999,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-06-30,0.1502109999999999,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-07-31,0.1502109999999999,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-08-31,0.145749,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
005e67ff54e6efe38addb10c386a9ed8,2015-09-30,0.145749,0.0,0.0,44.26692996,0.0,0.0,2015-09-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-01-31,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-02-28,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-03-31,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-04-30,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-05-31,0.167699,0.084769,0.0,44.26693116,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-06-30,0.167699,0.084769,0.0,44.26692996,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-07-31,0.167699,0.084769,0.0,44.26692996,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-08-31,0.163071,0.084016,0.0,44.26692996,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-09-30,0.163071,0.084016,0.0,44.26692996,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-10-31,0.163071,0.084016,0.0,44.26692996,0.0,0.0,2015-11-30
0060e975b0d00bfe39fd2da5a36aefe9,2015-11-30,0.163071,0.084016,0.0,44.26692996,0.0,0.0,2015-11-30
0061281c2a507ec6f448e4710fc23c61,2015-01-31,0.153133,0.0,0.0,44.26693116,0.0,0.0,2015-02-28
0061281c2a507ec6f448e4710fc23c61,2015-02-28,0.153133,0.0,0.0,44.26693116,0.0,0.0,2015-02-28
0067e39cb3da161ee6b1652ffc3ab247,2015-01-31,0.127053,0.1043819999999999,0.072394,40.728885,24.43733004,16.29155496,2015-06-30
0067e39cb3da161ee6b1652ffc3ab247,2015-02-28,0.127053,0.1043819999999999,0.072394,40.728885,24.43733004,16.29155496,2015-06-30
0067e39cb3da161ee6b1652ffc3ab247,2015-03-31,0.127053,0.1043819999999999,0.072394,40.728885,24.43733004,16.29155496,2015-06-30
0067e39cb3da161ee6b1652ffc3ab247,2015-04-30,0.127053,0.1043819999999999,0.072394,40.728885,24.43733004,16.29155496,2015-06-30
0067e39cb3da161ee6b1652ffc3ab247,2015-05-31,0.127053,0.1043819999999999,0.072394,40.728885,24.43733004,16.29155496,2015-06-30
0067e39cb3da161ee6b1652ffc3ab247,2015-06-30,0.127053,0.1043819999999999,0.072394,40.728885,24.43733004,16.29155496,2015-06-30
006aa187782c3b5adfb2f866df8efd6a,2015-01-31,0.1494339999999999,0.0,0.0,44.26693116,0.0,0.0,2015-01-31
007126a976062d074f0bc063dcc40772,2015-01-31,0.153133,0.0,0.0,44.26693116,0.0,0.0,2015-01-31
00712a82ee7702fb3e3abace2ba58daa,2015-01-31,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-05-31
00712a82ee7702fb3e3abace2ba58daa,2015-02-28,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-05-31
00712a82ee7702fb3e3abace2ba58daa,2015-03-31,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-05-31
00712a82ee7702fb3e3abace2ba58daa,2015-04-30,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-05-31
00712a82ee7702fb3e3abace2ba58daa,2015-05-31,0.129444,0.106863,0.075004,40.56596939999999,24.33958068,16.22638872,2015-05-31
007366595913874291f68fec31370eeb,2015-01-31,0.172468,0.087881,0.0,44.26693116,0.0,0.0,2015-02-28
007366595913874291f68fec31370eeb,2015-02-28,0.172468,0.087881,0.0,44.26693116,0.0,0.0,2015-02-28
00761154b6c4c736a000c84e6e487a02,2015-01-31,0.127566,0.105428,0.073487,40.56596939999999,24.33958068,16.22638872,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-02-28,0.127566,0.105428,0.073487,40.56596939999999,24.33958068,16.22638872,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-03-31,0.127566,0.105428,0.073487,40.56596939999999,24.33958068,16.22638872,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-04-30,0.127566,0.105428,0.073487,40.56596939999999,24.33958068,16.22638872,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-05-31,0.127566,0.105428,0.073487,40.56596939999999,24.33958068,16.22638872,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-06-30,0.146033,0.085483,0.0,44.26692996,0.0,0.0,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-07-31,0.127566,0.105428,0.073487,40.565973,24.33957804,16.22638296,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-08-31,0.119405,0.101259,0.073433,40.565973,24.33957804,16.22638296,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-09-30,0.119405,0.101259,0.073433,40.565973,24.33957804,16.22638296,2015-10-31
00761154b6c4c736a000c84e6e487a02,2015-10-31,0.119405,0.101259,0.073433,40.565973,24.33957804,16.22638296,2015-10-31
007a80f8808fdc58e43ff5550a39dc62,2015-01-31,0.153048,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-02-28,0.153048,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-03-31,0.153048,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-04-30,0.153048,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-05-31,0.153048,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-06-30,0.153048,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-07-31,0.153048,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-08-31,0.148586,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007a80f8808fdc58e43ff5550a39dc62,2015-09-30,0.148586,0.0,0.0,44.44470996,0.0,0.0,2015-09-30
007c9311c0728c2f8de9b85f85947647,2015-01-31,0.153133,0.0,0.0,44.26693116,0.0,0.0,2015-01-31
0082e565c1298cbe9cf70e96f571e4fa,2015-01-31,0.149313,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
0082e565c1298cbe9cf70e96f571e4fa,2015-02-28,0.149313,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
0082e565c1298cbe9cf70e96f571e4fa,2015-03-31,0.149313,0.0,0.0,44.26693116,0.0,0.0,2015-11-30
